"unified_analytics_path_id` bigint NOT NULL auto_increment","from_page_id` bigint","to_page_id` bigint","year_month_yyyymm` char(6) NOT NULL","transition_type` varchar(64) NOT NULL","transition_count` int NOT NULL DEFAULT 0","metadata_json` json","created_ymdhis` bigint NOT NULL DEFAULT 0","updated_ymdhis` bigint NOT NULL","is_deleted` tinyint NOT NULL DEFAULT 0","deleted_ymdhis` bigint"
1002,540,0,202602,first,1,,202602000000,202602000000,0,
1003,0,541,202602,first,1,,202602000000,202602000000,0,
1004,541,0,202602,first,1,,202602000000,202602000000,0,
1005,498,511,202602,first,2,,202602000000,202602000000,0,
1006,0,522,202602,first,1,,202602000000,202602000000,0,
1007,522,0,202602,first,1,,202602000000,202602000000,0,
1008,529,494,202602,first,1,,202602000000,202602000000,0,
1009,0,544,202602,first,1,,202602000000,202602000000,0,
1010,544,0,202602,first,1,,202602000000,202602000000,0,
1024,0,1,202511,all,168,,20251101000000,20251101000000,0,
1025,1,3,202511,all,42,,20251101000000,20251101000000,0,
1026,3,4,202511,all,13,,20251101000000,20251101000000,0,
1027,4,3,202511,all,34,,20251101000000,20251101000000,0,
1028,3,5,202511,all,10,,20251101000000,20251101000000,0,
1029,5,4,202511,all,7,,20251101000000,20251101000000,0,
1030,5,3,202511,all,12,,20251101000000,20251101000000,0,
1031,3,0,202511,all,63,,20251101000000,20251101000000,0,
1032,1,0,202511,all,101,,20251101000000,20251101000000,0,
1033,0,6,202511,all,35,,20251101000000,20251101000000,0,
1034,6,7,202511,all,1,,20251101000000,20251101000000,0,
1035,7,0,202511,all,2,,20251101000000,20251101000000,0,
1036,0,8,202511,all,1,,20251101000000,20251101000000,0,
1037,8,1,202511,all,1,,20251101000000,20251101000000,0,
1038,0,10,202511,all,1,,20251101000000,20251101000000,0,
1039,10,0,202511,all,1,,20251101000000,20251101000000,0,
1040,0,3,202511,all,63,,20251101000000,20251101000000,0,
1041,3,1,202511,all,18,,20251101000000,20251101000000,0,
1042,3,11,202511,all,9,,20251101000000,20251101000000,0,
1043,11,12,202511,all,2,,20251101000000,20251101000000,0,
1044,12,13,202511,all,2,,20251101000000,20251101000000,0,
1045,13,14,202511,all,50,,20251101000000,20251101000000,0,
1046,14,12,202511,all,2,,20251101000000,20251101000000,0,
1047,12,3,202511,all,1,,20251101000000,20251101000000,0,
1048,12,16,202511,all,2,,20251101000000,20251101000000,0,
1049,16,4,202511,all,1,,20251101000000,20251101000000,0,
1050,4,5,202511,all,3,,20251101000000,20251101000000,0,
1051,1,17,202511,all,2,,20251101000000,20251101000000,0,
1052,17,1,202511,all,1,,20251101000000,20251101000000,0,
1053,1,5,202511,all,6,,20251101000000,20251101000000,0,
1054,5,18,202511,all,1,,20251101000000,20251101000000,0,
1055,18,1,202511,all,1,,20251101000000,20251101000000,0,
1056,1,20,202511,all,7,,20251101000000,20251101000000,0,
1057,20,21,202511,all,6,,20251101000000,20251101000000,0,
1058,21,23,202511,all,3,,20251101000000,20251101000000,0,
1059,23,4,202511,all,4,,20251101000000,20251101000000,0,
1060,4,25,202511,all,6,,20251101000000,20251101000000,0,
1061,25,26,202511,all,1,,20251101000000,20251101000000,0,
1062,26,4,202511,all,2,,20251101000000,20251101000000,0,
1063,4,27,202511,all,9,,20251101000000,20251101000000,0,
1064,27,26,202511,all,11,,20251101000000,20251101000000,0,
1065,26,27,202511,all,7,,20251101000000,20251101000000,0,
1066,27,4,202511,all,7,,20251101000000,20251101000000,0,
1067,3,12,202511,all,4,,20251101000000,20251101000000,0,
1068,16,3,202511,all,1,,20251101000000,20251101000000,0,
1069,11,4,202511,all,5,,20251101000000,20251101000000,0,
1070,4,20,202511,all,1,,20251101000000,20251101000000,0,
1071,21,20,202511,all,4,,20251101000000,20251101000000,0,
1072,20,31,202511,all,4,,20251101000000,20251101000000,0,
1073,31,32,202511,all,1,,20251101000000,20251101000000,0,
1074,32,33,202511,all,1,,20251101000000,20251101000000,0,
1075,33,34,202511,all,3,,20251101000000,20251101000000,0,
1076,34,13,202511,all,4,,20251101000000,20251101000000,0,
1077,14,3,202511,all,1,,20251101000000,20251101000000,0,
1078,11,3,202511,all,3,,20251101000000,20251101000000,0,
1079,4,1,202511,all,32,,20251101000000,20251101000000,0,
1080,1,4,202511,all,28,,20251101000000,20251101000000,0,
1081,20,1,202511,all,6,,20251101000000,20251101000000,0,
1082,20,3,202511,all,1,,20251101000000,20251101000000,0,
1083,0,5,202511,all,2,,20251101000000,20251101000000,0,
1084,4,0,202511,all,34,,20251101000000,20251101000000,0,
1085,0,4,202511,all,13,,20251101000000,20251101000000,0,
1086,3,20,202511,all,2,,20251101000000,20251101000000,0,
1087,4,13,202511,all,9,,20251101000000,20251101000000,0,
1088,14,36,202511,all,2,,20251101000000,20251101000000,0,
1089,36,14,202511,all,1,,20251101000000,20251101000000,0,
1090,14,13,202511,all,31,,20251101000000,20251101000000,0,
1091,13,4,202511,all,10,,20251101000000,20251101000000,0,
1092,3,6,202511,all,5,,20251101000000,20251101000000,0,
1093,6,3,202511,all,2,,20251101000000,20251101000000,0,
1094,4,41,202511,all,7,,20251101000000,20251101000000,0,
1095,41,4,202511,all,4,,20251101000000,20251101000000,0,
1096,3,42,202511,all,10,,20251101000000,20251101000000,0,
1097,42,3,202511,all,2,,20251101000000,20251101000000,0,
1098,3,17,202511,all,3,,20251101000000,20251101000000,0,
1099,17,3,202511,all,1,,20251101000000,20251101000000,0,
1100,42,11,202511,all,2,,20251101000000,20251101000000,0,
1101,5,0,202511,all,1,,20251101000000,20251101000000,0,
1102,42,0,202511,all,4,,20251101000000,20251101000000,0,
1103,25,3,202511,all,2,,20251101000000,20251101000000,0,
1104,4,43,202511,all,1,,20251101000000,20251101000000,0,
1105,43,25,202511,all,1,,20251101000000,20251101000000,0,
1106,11,20,202511,all,1,,20251101000000,20251101000000,0,
1107,31,23,202511,all,4,,20251101000000,20251101000000,0,
1108,23,31,202511,all,2,,20251101000000,20251101000000,0,
1109,31,13,202511,all,1,,20251101000000,20251101000000,0,
1110,14,34,202511,all,1,,20251101000000,20251101000000,0,
1111,34,23,202511,all,1,,20251101000000,20251101000000,0,
1112,4,17,202511,all,1,,20251101000000,20251101000000,0,
1113,17,4,202511,all,1,,20251101000000,20251101000000,0,
1114,3,34,202511,all,1,,20251101000000,20251101000000,0,
1115,34,0,202511,all,1,,20251101000000,20251101000000,0,
1116,1,53,202511,all,2,,20251101000000,20251101000000,0,
1117,53,54,202511,all,1,,20251101000000,20251101000000,0,
1118,54,20,202511,all,1,,20251101000000,20251101000000,0,
1119,20,5,202511,all,1,,20251101000000,20251101000000,0,
1120,0,20,202511,all,1,,20251101000000,20251101000000,0,
1121,20,53,202511,all,1,,20251101000000,20251101000000,0,
1122,53,1,202511,all,1,,20251101000000,20251101000000,0,
1123,53,4,202511,all,1,,20251101000000,20251101000000,0,
1124,0,9,202511,all,18,,20251101000000,20251101000000,0,
1125,9,0,202511,all,17,,20251101000000,20251101000000,0,
1126,5,1,202511,all,4,,20251101000000,20251101000000,0,
1127,1,58,202511,all,3,,20251101000000,20251101000000,0,
1128,58,1,202511,all,1,,20251101000000,20251101000000,0,
1129,1,13,202511,all,8,,20251101000000,20251101000000,0,
1130,14,0,202511,all,62,,20251101000000,20251101000000,0,
1131,1,14,202511,all,20,,20251101000000,20251101000000,0,
1132,14,1,202511,all,13,,20251101000000,20251101000000,0,
1133,36,1,202511,all,1,,20251101000000,20251101000000,0,
1134,14,4,202511,all,23,,20251101000000,20251101000000,0,
1135,4,14,202511,all,16,,20251101000000,20251101000000,0,
1136,0,14,202511,all,57,,20251101000000,20251101000000,0,
1137,3,61,202511,all,1,,20251101000000,20251101000000,0,
1138,61,1,202511,all,1,,20251101000000,20251101000000,0,
1139,3,62,202511,all,13,,20251101000000,20251101000000,0,
1140,62,4,202511,all,5,,20251101000000,20251101000000,0,
1141,4,42,202511,all,1,,20251101000000,20251101000000,0,
1142,42,62,202511,all,2,,20251101000000,20251101000000,0,
1143,62,3,202511,all,4,,20251101000000,20251101000000,0,
1144,26,1,202511,all,1,,20251101000000,20251101000000,0,
1145,62,1,202511,all,2,,20251101000000,20251101000000,0,
1146,3,63,202511,all,2,,20251101000000,20251101000000,0,
1147,63,1,202511,all,3,,20251101000000,20251101000000,0,
1148,62,5,202511,all,3,,20251101000000,20251101000000,0,
1149,5,62,202511,all,1,,20251101000000,20251101000000,0,
1150,62,63,202511,all,1,,20251101000000,20251101000000,0,
1151,6,0,202511,all,57,,20251101000000,20251101000000,0,
1152,3,64,202511,all,5,,20251101000000,20251101000000,0,
1153,64,3,202511,all,1,,20251101000000,20251101000000,0,
1154,25,4,202511,all,8,,20251101000000,20251101000000,0,
1155,17,65,202511,all,4,,20251101000000,20251101000000,0,
1156,65,17,202511,all,1,,20251101000000,20251101000000,0,
1157,65,5,202511,all,1,,20251101000000,20251101000000,0,
1158,3,18,202511,all,1,,20251101000000,20251101000000,0,
1159,18,67,202511,all,1,,20251101000000,20251101000000,0,
1160,67,5,202511,all,1,,20251101000000,20251101000000,0,
1161,12,11,202511,all,1,,20251101000000,20251101000000,0,
1162,1,12,202511,all,1,,20251101000000,20251101000000,0,
1163,12,4,202511,all,4,,20251101000000,20251101000000,0,
1164,11,0,202511,all,3,,20251101000000,20251101000000,0,
1165,65,68,202511,all,1,,20251101000000,20251101000000,0,
1166,68,0,202511,all,1,,20251101000000,20251101000000,0,
1167,5,69,202511,all,1,,20251101000000,20251101000000,0,
1168,69,3,202511,all,4,,20251101000000,20251101000000,0,
1169,0,69,202511,all,3,,20251101000000,20251101000000,0,
1170,64,1,202511,all,1,,20251101000000,20251101000000,0,
1171,1,6,202511,all,37,,20251101000000,20251101000000,0,
1172,6,1,202511,all,31,,20251101000000,20251101000000,0,
1173,4,6,202511,all,24,,20251101000000,20251101000000,0,
1174,3,70,202511,all,1,,20251101000000,20251101000000,0,
1175,70,3,202511,all,1,,20251101000000,20251101000000,0,
1176,0,71,202511,all,1,,20251101000000,20251101000000,0,
1177,71,0,202511,all,2,,20251101000000,20251101000000,0,
1178,1,70,202511,all,1,,20251101000000,20251101000000,0,
1179,70,1,202511,all,1,,20251101000000,20251101000000,0,
1180,1,69,202511,all,4,,20251101000000,20251101000000,0,
1181,69,68,202511,all,2,,20251101000000,20251101000000,0,
1182,68,1,202511,all,1,,20251101000000,20251101000000,0,
1183,69,1,202511,all,4,,20251101000000,20251101000000,0,
1184,3,69,202511,all,6,,20251101000000,20251101000000,0,
1185,69,4,202511,all,5,,20251101000000,20251101000000,0,
1186,0,72,202511,all,1,,20251101000000,20251101000000,0,
1187,72,0,202511,all,1,,20251101000000,20251101000000,0,
1188,0,11,202511,all,1,,20251101000000,20251101000000,0,
1189,0,54,202511,all,1,,20251101000000,20251101000000,0,
1190,54,16,202511,all,1,,20251101000000,20251101000000,0,
1191,16,12,202511,all,1,,20251101000000,20251101000000,0,
1192,4,11,202511,all,1,,20251101000000,20251101000000,0,
1193,9,73,202511,all,1,,20251101000000,20251101000000,0,
1194,73,0,202511,all,3,,20251101000000,20251101000000,0,
1195,0,74,202511,all,4,,20251101000000,20251101000000,0,
1196,74,73,202511,all,2,,20251101000000,20251101000000,0,
1197,6,69,202511,all,4,,20251101000000,20251101000000,0,
1198,69,6,202511,all,3,,20251101000000,20251101000000,0,
1199,58,77,202511,all,7,,20251101000000,20251101000000,0,
1200,77,79,202511,all,7,,20251101000000,20251101000000,0,
1201,79,13,202511,all,8,,20251101000000,20251101000000,0,
1202,6,4,202511,all,32,,20251101000000,20251101000000,0,
1203,3,68,202511,all,5,,20251101000000,20251101000000,0,
1204,68,6,202511,all,1,,20251101000000,20251101000000,0,
1205,73,1,202511,all,1,,20251101000000,20251101000000,0,
1206,1,73,202511,all,1,,20251101000000,20251101000000,0,
1207,1,62,202511,all,1,,20251101000000,20251101000000,0,
1208,62,6,202511,all,1,,20251101000000,20251101000000,0,
1209,62,42,202511,all,1,,20251101000000,20251101000000,0,
1210,42,68,202511,all,1,,20251101000000,20251101000000,0,
1211,68,42,202511,all,1,,20251101000000,20251101000000,0,
1212,13,1,202511,all,2,,20251101000000,20251101000000,0,
1213,42,64,202511,all,1,,20251101000000,20251101000000,0,
1214,64,0,202511,all,5,,20251101000000,20251101000000,0,
1215,74,0,202511,all,2,,20251101000000,20251101000000,0,
1216,0,64,202511,all,3,,20251101000000,20251101000000,0,
1217,0,27,202511,all,3,,20251101000000,20251101000000,0,
1218,27,0,202511,all,5,,20251101000000,20251101000000,0,
1219,69,0,202511,all,4,,20251101000000,20251101000000,0,
1220,0,25,202511,all,2,,20251101000000,20251101000000,0,
1221,25,0,202511,all,1,,20251101000000,20251101000000,0,
1222,64,4,202511,all,1,,20251101000000,20251101000000,0,
1223,1,68,202511,all,1,,20251101000000,20251101000000,0,
1224,68,62,202511,all,2,,20251101000000,20251101000000,0,
1225,62,69,202511,all,1,,20251101000000,20251101000000,0,
1226,68,4,202511,all,1,,20251101000000,20251101000000,0,
1227,6,85,202511,all,3,,20251101000000,20251101000000,0,
1228,85,4,202511,all,2,,20251101000000,20251101000000,0,
1229,1,34,202511,all,1,,20251101000000,20251101000000,0,
1230,34,6,202511,all,1,,20251101000000,20251101000000,0,
1231,85,6,202511,all,1,,20251101000000,20251101000000,0,
1232,6,20,202511,all,1,,20251101000000,20251101000000,0,
1233,23,32,202511,all,1,,20251101000000,20251101000000,0,
1234,32,6,202511,all,1,,20251101000000,20251101000000,0,
1235,6,33,202511,all,3,,20251101000000,20251101000000,0,
1236,34,33,202511,all,2,,20251101000000,20251101000000,0,
1237,33,6,202511,all,1,,20251101000000,20251101000000,0,
1238,69,86,202511,all,1,,20251101000000,20251101000000,0,
1239,86,6,202511,all,1,,20251101000000,20251101000000,0,
1240,6,11,202511,all,1,,20251101000000,20251101000000,0,
1241,11,69,202511,all,2,,20251101000000,20251101000000,0,
1242,64,87,202511,all,1,,20251101000000,20251101000000,0,
1243,87,6,202511,all,1,,20251101000000,20251101000000,0,
1244,3,88,202511,all,1,,20251101000000,20251101000000,0,
1245,88,14,202511,all,1,,20251101000000,20251101000000,0,
1246,62,17,202511,all,1,,20251101000000,20251101000000,0,
1247,17,12,202511,all,1,,20251101000000,20251101000000,0,
1248,12,33,202511,all,1,,20251101000000,20251101000000,0,
1249,33,13,202511,all,2,,20251101000000,20251101000000,0,
1250,42,69,202511,all,2,,20251101000000,20251101000000,0,
1251,3,89,202511,all,10,,20251101000000,20251101000000,0,
1252,89,3,202511,all,6,,20251101000000,20251101000000,0,
1253,89,1,202511,all,2,,20251101000000,20251101000000,0,
1254,89,63,202511,all,5,,20251101000000,20251101000000,0,
1255,63,89,202511,all,4,,20251101000000,20251101000000,0,
1256,63,0,202511,all,1,,20251101000000,20251101000000,0,
1257,63,12,202511,all,1,,20251101000000,20251101000000,0,
1258,12,14,202511,all,1,,20251101000000,20251101000000,0,
1259,89,0,202511,all,2,,20251101000000,20251101000000,0,
1260,69,63,202511,all,1,,20251101000000,20251101000000,0,
1261,4,58,202511,all,2,,20251101000000,20251101000000,0,
1262,58,91,202511,all,2,,20251101000000,20251101000000,0,
1263,91,33,202511,all,1,,20251101000000,20251101000000,0,
1264,33,4,202511,all,2,,20251101000000,20251101000000,0,
1265,0,91,202511,all,1,,20251101000000,20251101000000,0,
1266,91,13,202511,all,1,,20251101000000,20251101000000,0,
1267,13,34,202511,all,1,,20251101000000,20251101000000,0,
1268,4,33,202511,all,1,,20251101000000,20251101000000,0,
1269,13,32,202511,all,1,,20251101000000,20251101000000,0,
1270,32,85,202511,all,2,,20251101000000,20251101000000,0,
1271,85,31,202511,all,2,,20251101000000,20251101000000,0,
1272,31,20,202511,all,4,,20251101000000,20251101000000,0,
1273,20,23,202511,all,2,,20251101000000,20251101000000,0,
1274,89,4,202511,all,3,,20251101000000,20251101000000,0,
1275,26,0,202511,all,1,,20251101000000,20251101000000,0,
1276,3,31,202511,all,2,,20251101000000,20251101000000,0,
1277,31,3,202511,all,1,,20251101000000,20251101000000,0,
1278,20,32,202511,all,2,,20251101000000,20251101000000,0,
1279,32,20,202511,all,2,,20251101000000,20251101000000,0,
1280,20,4,202511,all,4,,20251101000000,20251101000000,0,
1281,4,32,202511,all,2,,20251101000000,20251101000000,0,
1282,20,6,202511,all,3,,20251101000000,20251101000000,0,
1283,13,58,202511,all,2,,20251101000000,20251101000000,0,
1284,58,6,202511,all,1,,20251101000000,20251101000000,0,
1285,85,3,202511,all,1,,20251101000000,20251101000000,0,
1286,17,69,202511,all,1,,20251101000000,20251101000000,0,
1287,0,89,202511,all,3,,20251101000000,20251101000000,0,
1288,89,69,202511,all,1,,20251101000000,20251101000000,0,
1289,69,42,202511,all,1,,20251101000000,20251101000000,0,
1290,6,58,202511,all,2,,20251101000000,20251101000000,0,
1291,91,6,202511,all,1,,20251101000000,20251101000000,0,
1292,0,17,202511,all,1,,20251101000000,20251101000000,0,
1293,17,6,202511,all,1,,20251101000000,20251101000000,0,
1294,6,13,202511,all,3,,20251101000000,20251101000000,0,
1295,1,89,202511,all,1,,20251101000000,20251101000000,0,
1296,68,3,202511,all,3,,20251101000000,20251101000000,0,
1297,6,54,202511,all,1,,20251101000000,20251101000000,0,
1298,54,4,202511,all,1,,20251101000000,20251101000000,0,
1299,1,92,202511,all,30,,20251101000000,20251101000000,0,
1300,92,93,202511,all,2,,20251101000000,20251101000000,0,
1301,93,1,202511,all,1,,20251101000000,20251101000000,0,
1302,3,92,202511,all,1,,20251101000000,20251101000000,0,
1303,93,4,202511,all,1,,20251101000000,20251101000000,0,
1304,0,92,202511,all,65,,20251101000000,20251101000000,0,
1305,92,89,202511,all,1,,20251101000000,20251101000000,0,
1306,4,92,202511,all,10,,20251101000000,20251101000000,0,
1307,92,94,202511,all,3,,20251101000000,20251101000000,0,
1308,94,95,202511,all,1,,20251101000000,20251101000000,0,
1309,95,96,202511,all,2,,20251101000000,20251101000000,0,
1310,96,93,202511,all,1,,20251101000000,20251101000000,0,
1311,93,97,202511,all,1,,20251101000000,20251101000000,0,
1312,97,6,202511,all,1,,20251101000000,20251101000000,0,
1313,92,98,202511,all,3,,20251101000000,20251101000000,0,
1314,98,92,202511,all,3,,20251101000000,20251101000000,0,
1315,98,6,202511,all,2,,20251101000000,20251101000000,0,
1316,6,98,202511,all,1,,20251101000000,20251101000000,0,
1317,6,92,202511,all,7,,20251101000000,20251101000000,0,
1318,92,6,202511,all,18,,20251101000000,20251101000000,0,
1319,92,99,202511,all,10,,20251101000000,20251101000000,0,
1320,99,4,202511,all,7,,20251101000000,20251101000000,0,
1321,4,98,202511,all,1,,20251101000000,20251101000000,0,
1322,92,100,202511,all,1,,20251101000000,20251101000000,0,
1323,100,101,202511,all,1,,20251101000000,20251101000000,0,
1324,101,102,202511,all,1,,20251101000000,20251101000000,0,
1325,102,92,202511,all,1,,20251101000000,20251101000000,0,
1326,92,103,202511,all,1,,20251101000000,20251101000000,0,
1327,103,101,202511,all,1,,20251101000000,20251101000000,0,
1328,101,92,202511,all,1,,20251101000000,20251101000000,0,
1329,92,95,202511,all,15,,20251101000000,20251101000000,0,
1330,95,92,202511,all,8,,20251101000000,20251101000000,0,
1331,92,104,202511,all,1,,20251101000000,20251101000000,0,
1332,104,0,202511,all,1,,20251101000000,20251101000000,0,
1333,6,105,202511,all,46,,20251101000000,20251101000000,0,
1334,105,0,202511,all,76,,20251101000000,20251101000000,0,
1335,92,4,202511,all,4,,20251101000000,20251101000000,0,
1336,92,0,202511,all,54,,20251101000000,20251101000000,0,
1337,0,105,202511,all,69,,20251101000000,20251101000000,0,
1338,0,13,202511,all,9,,20251101000000,20251101000000,0,
1339,14,6,202511,all,10,,20251101000000,20251101000000,0,
1340,6,14,202511,all,3,,20251101000000,20251101000000,0,
1341,4,69,202511,all,1,,20251101000000,20251101000000,0,
1342,69,92,202511,all,1,,20251101000000,20251101000000,0,
1343,92,96,202511,all,2,,20251101000000,20251101000000,0,
1344,96,89,202511,all,1,,20251101000000,20251101000000,0,
1345,105,6,202511,all,41,,20251101000000,20251101000000,0,
1346,92,17,202511,all,1,,20251101000000,20251101000000,0,
1347,65,11,202511,all,6,,20251101000000,20251101000000,0,
1348,11,65,202511,all,5,,20251101000000,20251101000000,0,
1349,69,65,202511,all,1,,20251101000000,20251101000000,0,
1350,65,92,202511,all,2,,20251101000000,20251101000000,0,
1351,92,65,202511,all,1,,20251101000000,20251101000000,0,
1352,92,1,202511,all,12,,20251101000000,20251101000000,0,
1353,92,106,202511,all,1,,20251101000000,20251101000000,0,
1354,106,101,202511,all,1,,20251101000000,20251101000000,0,
1355,101,0,202511,all,1,,20251101000000,20251101000000,0,
1356,92,107,202511,all,2,,20251101000000,20251101000000,0,
1357,107,0,202511,all,3,,20251101000000,20251101000000,0,
1358,0,108,202511,all,6,,20251101000000,20251101000000,0,
1359,108,110,202511,all,2,,20251101000000,20251101000000,0,
1360,110,111,202511,all,1,,20251101000000,20251101000000,0,
1361,111,110,202511,all,1,,20251101000000,20251101000000,0,
1362,110,108,202511,all,1,,20251101000000,20251101000000,0,
1363,110,0,202511,all,1,,20251101000000,20251101000000,0,
1364,0,113,202511,all,1,,20251101000000,20251101000000,0,
1365,113,0,202511,all,2,,20251101000000,20251101000000,0,
1366,4,107,202511,all,2,,20251101000000,20251101000000,0,
1367,1,71,202511,all,1,,20251101000000,20251101000000,0,
1368,95,0,202511,all,6,,20251101000000,20251101000000,0,
1369,14,20,202511,all,2,,20251101000000,20251101000000,0,
1370,105,20,202511,all,1,,20251101000000,20251101000000,0,
1371,1,114,202511,all,1,,20251101000000,20251101000000,0,
1372,114,4,202511,all,2,,20251101000000,20251101000000,0,
1373,107,1,202511,all,1,,20251101000000,20251101000000,0,
1374,0,115,202511,all,1,,20251101000000,20251101000000,0,
1375,115,113,202511,all,1,,20251101000000,20251101000000,0,
1376,6,53,202511,all,1,,20251101000000,20251101000000,0,
1377,53,20,202511,all,1,,20251101000000,20251101000000,0,
1378,6,32,202511,all,1,,20251101000000,20251101000000,0,
1379,32,4,202511,all,1,,20251101000000,20251101000000,0,
1380,25,1,202511,all,3,,20251101000000,20251101000000,0,
1381,1,25,202511,all,7,,20251101000000,20251101000000,0,
1382,1,41,202511,all,1,,20251101000000,20251101000000,0,
1383,41,25,202511,all,3,,20251101000000,20251101000000,0,
1384,25,41,202511,all,1,,20251101000000,20251101000000,0,
1385,25,6,202511,all,2,,20251101000000,20251101000000,0,
1386,1,85,202511,all,1,,20251101000000,20251101000000,0,
1387,41,114,202511,all,1,,20251101000000,20251101000000,0,
1388,0,117,202511,all,2,,20251101000000,20251101000000,0,
1389,117,0,202511,all,2,,20251101000000,20251101000000,0,
1390,0,119,202511,all,1,,20251101000000,20251101000000,0,
1391,119,54,202511,all,1,,20251101000000,20251101000000,0,
1392,54,0,202511,all,1,,20251101000000,20251101000000,0,
1393,0,41,202511,all,1,,20251101000000,20251101000000,0,
1394,41,54,202511,all,1,,20251101000000,20251101000000,0,
1395,54,119,202511,all,1,,20251101000000,20251101000000,0,
1396,119,43,202511,all,1,,20251101000000,20251101000000,0,
1397,43,13,202511,all,1,,20251101000000,20251101000000,0,
1398,13,92,202511,all,2,,20251101000000,20251101000000,0,
1399,92,13,202511,all,3,,20251101000000,20251101000000,0,
1400,1,122,202511,all,3,,20251101000000,20251101000000,0,
1401,122,6,202511,all,1,,20251101000000,20251101000000,0,
1402,6,122,202511,all,1,,20251101000000,20251101000000,0,
1403,122,0,202511,all,4,,20251101000000,20251101000000,0,
1404,117,128,202511,all,1,,20251101000000,20251101000000,0,
1405,128,117,202511,all,1,,20251101000000,20251101000000,0,
1406,0,111,202511,all,1,,20251101000000,20251101000000,0,
1407,111,131,202511,all,1,,20251101000000,20251101000000,0,
1408,131,0,202511,all,1,,20251101000000,20251101000000,0,
1409,13,0,202511,all,9,,20251101000000,20251101000000,0,
1410,1,43,202511,all,1,,20251101000000,20251101000000,0,
1411,43,1,202511,all,1,,20251101000000,20251101000000,0,
1412,0,85,202511,all,1,,20251101000000,20251101000000,0,
1413,85,69,202511,all,1,,20251101000000,20251101000000,0,
1414,108,0,202511,all,5,,20251101000000,20251101000000,0,
1415,1,27,202511,all,7,,20251101000000,20251101000000,0,
1416,0,58,202511,all,3,,20251101000000,20251101000000,0,
1417,79,1,202511,all,1,,20251101000000,20251101000000,0,
1418,27,6,202511,all,2,,20251101000000,20251101000000,0,
1419,0,7,202511,all,1,,20251101000000,20251101000000,0,
1420,1,105,202511,all,10,,20251101000000,20251101000000,0,
1421,105,1,202511,all,8,,20251101000000,20251101000000,0,
1422,0,96,202511,all,2,,20251101000000,20251101000000,0,
1423,96,0,202511,all,2,,20251101000000,20251101000000,0,
1424,13,6,202511,all,1,,20251101000000,20251101000000,0,
1425,79,27,202511,all,1,,20251101000000,20251101000000,0,
1426,27,1,202511,all,3,,20251101000000,20251101000000,0,
1427,122,1,202511,all,2,,20251101000000,20251101000000,0,
1428,4,26,202511,all,1,,20251101000000,20251101000000,0,
1429,26,6,202511,all,2,,20251101000000,20251101000000,0,
1430,79,32,202511,all,1,,20251101000000,20251101000000,0,
1431,32,27,202511,all,1,,20251101000000,20251101000000,0,
1432,92,122,202511,all,2,,20251101000000,20251101000000,0,
1433,122,4,202511,all,1,,20251101000000,20251101000000,0,
1434,6,89,202511,all,1,,20251101000000,20251101000000,0,
1435,89,92,202511,all,1,,20251101000000,20251101000000,0,
1436,94,0,202511,all,2,,20251101000000,20251101000000,0,
1437,0,94,202511,all,1,,20251101000000,20251101000000,0,
1438,0,95,202511,all,2,,20251101000000,20251101000000,0,
1439,95,6,202511,all,3,,20251101000000,20251101000000,0,
1440,4,105,202511,all,2,,20251101000000,20251101000000,0,
1441,95,13,202511,all,2,,20251101000000,20251101000000,0,
1442,1,95,202511,all,1,,20251101000000,20251101000000,0,
1443,89,34,202511,all,1,,20251101000000,20251101000000,0,
1444,13,33,202511,all,1,,20251101000000,20251101000000,0,
1445,33,31,202511,all,1,,20251101000000,20251101000000,0,
1446,23,21,202511,all,1,,20251101000000,20251101000000,0,
1447,23,20,202511,all,1,,20251101000000,20251101000000,0,
1448,94,99,202511,all,1,,20251101000000,20251101000000,0,
1449,99,69,202511,all,3,,20251101000000,20251101000000,0,
1450,69,99,202511,all,2,,20251101000000,20251101000000,0,
1451,99,0,202511,all,10,,20251101000000,20251101000000,0,
1452,4,95,202511,all,1,,20251101000000,20251101000000,0,
1453,92,34,202511,all,1,,20251101000000,20251101000000,0,
1454,13,31,202511,all,1,,20251101000000,20251101000000,0,
1455,31,92,202511,all,1,,20251101000000,20251101000000,0,
1456,0,122,202511,all,2,,20251101000000,20251101000000,0,
1457,13,79,202511,all,6,,20251101000000,20251101000000,0,
1458,79,0,202511,all,1,,20251101000000,20251101000000,0,
1459,14,105,202511,all,1,,20251101000000,20251101000000,0,
1460,105,89,202511,all,1,,20251101000000,20251101000000,0,
1461,89,105,202511,all,1,,20251101000000,20251101000000,0,
1462,105,13,202511,all,1,,20251101000000,20251101000000,0,
1463,0,148,202511,all,7,,20251101000000,20251101000000,0,
1464,148,0,202511,all,7,,20251101000000,20251101000000,0,
1465,96,92,202511,all,2,,20251101000000,20251101000000,0,
1466,69,32,202511,all,1,,20251101000000,20251101000000,0,
1467,32,1,202511,all,1,,20251101000000,20251101000000,0,
1468,0,154,202511,all,1,,20251101000000,20251101000000,0,
1469,154,0,202511,all,1,,20251101000000,20251101000000,0,
1470,25,95,202511,all,1,,20251101000000,20251101000000,0,
1471,0,99,202511,all,9,,20251101000000,20251101000000,0,
1472,99,1,202511,all,1,,20251101000000,20251101000000,0,
1473,4,99,202511,all,4,,20251101000000,20251101000000,0,
1474,6,99,202511,all,1,,20251101000000,20251101000000,0,
