"visit_id` bigint NOT NULL auto_increment","content_id` bigint NOT NULL DEFAULT 0","actor_id` bigint NOT NULL DEFAULT 0","page_url` varchar(500) NOT NULL","page_domain` varchar(255) NOT NULL","page_path` varchar(500) NOT NULL","date_ymd` int NOT NULL","visits` int NOT NULL DEFAULT 0","depth` int NOT NULL DEFAULT 0","metadata_json` json","created_ymdhis` bigint NOT NULL DEFAULT 0","updated_ymdhis` bigint NOT NULL DEFAULT 0"
303,1,1,http://lupopedia.com/agent_profile.php?id=51,lupopedia.com,/agent_profile.php?id=51,20260207,0,3,"{""legacy_pageurl"": ""http://lupopedia.com/agent_profile.php?id=51"", ""legacy_parentrec"": 1803, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}",0,0
304,1,1,http://lupopedia.com/wolfie_ladder,lupopedia.com,/wolfie_ladder,20260207,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/wolfie_ladder"", ""legacy_parentrec"": 1798, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
305,1,1,http://lupopedia.com/index.php,lupopedia.com,/index.php,20260207,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/index.php"", ""legacy_parentrec"": 1798, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
306,1,1,http://lupopedia.com/content.php?id=21,lupopedia.com,/content.php?id=21,20260207,0,3,"{""legacy_pageurl"": ""http://lupopedia.com/content.php?id=21"", ""legacy_parentrec"": 1801, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}",0,0
307,1,1,http://lupopedia.com/what_are_wolfie_headers.php,lupopedia.com,/what_are_wolfie_headers.php,20260207,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/what_are_wolfie_headers.php"", ""legacy_parentrec"": 1798, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
308,1,1,http://lupopedia.com/content.php?id=3,lupopedia.com,/content.php?id=3,20260207,0,3,"{""legacy_pageurl"": ""http://lupopedia.com/content.php?id=3"", ""legacy_parentrec"": 1801, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}",0,0
309,1,1,http://lupopedia.com/content.php?id=23,lupopedia.com,/content.php?id=23,20260207,0,3,"{""legacy_pageurl"": ""http://lupopedia.com/content.php?id=23"", ""legacy_parentrec"": 1801, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}",0,0
310,1,1,http://lupopedia.com,lupopedia.com,,20260208,11,1,"{""legacy_pageurl"": ""http://lupopedia.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 7, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 4}",0,0
311,1,1,http://collaborativepages.com,collaborativepages.com,,20260208,1,1,"{""legacy_pageurl"": ""http://collaborativepages.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}",0,0
312,1,1,http://collaborativepages.com/index.php,collaborativepages.com,/index.php,20260208,2,2,"{""legacy_pageurl"": ""http://collaborativepages.com/index.php"", ""legacy_parentrec"": 1818, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
313,1,1,http://collaborativepages.com/index.php?desktop=1,collaborativepages.com,/index.php?desktop=1,20260208,0,3,"{""legacy_pageurl"": ""http://collaborativepages.com/index.php?desktop=1"", ""legacy_parentrec"": 1819, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}",0,0
314,1,1,http://lupopedia.com/support.php,lupopedia.com,/support.php,20260208,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/support.php"", ""legacy_parentrec"": 1817, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
315,1,1,http://lupopedia.com/craftysyntax,lupopedia.com,/craftysyntax,20260208,3,2,"{""legacy_pageurl"": ""http://lupopedia.com/craftysyntax"", ""legacy_parentrec"": 1817, ""legacy_department"": 1, ""legacy_levelvisits"": 2, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
316,1,1,http://lupopedia.com/craftysyntax/#news,lupopedia.com,/craftysyntax/#news,20260208,2,3,"{""legacy_pageurl"": ""http://lupopedia.com/craftysyntax/#news"", ""legacy_parentrec"": 1822, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
317,1,1,http://lupopedia.com,lupopedia.com,,20260209,6,1,"{""legacy_pageurl"": ""http://lupopedia.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 5, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
318,1,1,http://lupopedia.com/craftysyntax,lupopedia.com,/craftysyntax,20260209,6,2,"{""legacy_pageurl"": ""http://lupopedia.com/craftysyntax"", ""legacy_parentrec"": 1824, ""legacy_department"": 1, ""legacy_levelvisits"": 3, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 3}",0,0
319,1,1,http://lupopedia.com/messages.php,lupopedia.com,/messages.php,20260209,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/messages.php"", ""legacy_parentrec"": 1824, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
320,1,1,http://lupopedia.com,lupopedia.com,,20260210,46,1,"{""legacy_pageurl"": ""http://lupopedia.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 41, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 5}",0,0
321,1,1,http://lupopedia.com/agent_profile.php,lupopedia.com,/agent_profile.php,20260210,28,2,"{""legacy_pageurl"": ""http://lupopedia.com/agent_profile.php"", ""legacy_parentrec"": 1827, ""legacy_department"": 1, ""legacy_levelvisits"": 14, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 14}",0,0
322,1,1,http://lupopedia.com/agent_profile.php?id=10,lupopedia.com,/agent_profile.php?id=10,20260210,0,3,"{""legacy_pageurl"": ""http://lupopedia.com/agent_profile.php?id=10"", ""legacy_parentrec"": 1828, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}",0,0
323,1,1,http://collaborativepages.com,collaborativepages.com,,20260210,8,1,"{""legacy_pageurl"": ""http://collaborativepages.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 6, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 2}",0,0
324,1,1,http://lupopedia.com/agent_profile.php?id=76,lupopedia.com,/agent_profile.php?id=76,20260210,0,3,"{""legacy_pageurl"": ""http://lupopedia.com/agent_profile.php?id=76"", ""legacy_parentrec"": 1828, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}",0,0
325,1,1,http://lupopedia.com?utm_source=poweredby&utm_campaign=poweredby,lupopedia.com?utm_source=poweredby&utm_campaign=poweredby,,20260210,0,2,"{""legacy_pageurl"": ""http://lupopedia.com?utm_source=poweredby&utm_campaign=poweredby"", ""legacy_parentrec"": 1827, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}",0,0
326,1,1,http://lupopedia.com/agent_profile.php?id=10,lupopedia.com,/agent_profile.php?id=10,20260210,0,3,"{""legacy_pageurl"": ""http://lupopedia.com/agent_profile.php?id=10"", ""legacy_parentrec"": 1828, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}",0,0
327,1,1,http://lupopedia.com/craftysyntax,lupopedia.com,/craftysyntax,20260210,18,2,"{""legacy_pageurl"": ""http://lupopedia.com/craftysyntax"", ""legacy_parentrec"": 1827, ""legacy_department"": 1, ""legacy_levelvisits"": 11, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 7}",0,0
328,1,1,http://lupopedia.com/agent_profile.php?id=82,lupopedia.com,/agent_profile.php?id=82,20260210,0,3,"{""legacy_pageurl"": ""http://lupopedia.com/agent_profile.php?id=82"", ""legacy_parentrec"": 1828, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}",0,0
329,1,1,http://lupopedia.com/agent_profile.php?id=8,lupopedia.com,/agent_profile.php?id=8,20260210,0,3,"{""legacy_pageurl"": ""http://lupopedia.com/agent_profile.php?id=8"", ""legacy_parentrec"": 1828, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}",0,0
330,1,1,http://lupopedia.com/craftysyntax/lupopedia.php,lupopedia.com,/craftysyntax/lupopedia.php,20260210,8,3,"{""legacy_pageurl"": ""http://lupopedia.com/craftysyntax/lupopedia.php"", ""legacy_parentrec"": 1834, ""legacy_department"": 1, ""legacy_levelvisits"": 4, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 4}",0,0
331,1,1,http://collaborativepages.com/agent_profile.php,collaborativepages.com,/agent_profile.php,20260210,4,2,"{""legacy_pageurl"": ""http://collaborativepages.com/agent_profile.php"", ""legacy_parentrec"": 1830, ""legacy_department"": 1, ""legacy_levelvisits"": 2, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 2}",0,0
332,1,1,http://collaborativepages.com/agent_profile.php?id=8,collaborativepages.com,/agent_profile.php?id=8,20260210,0,3,"{""legacy_pageurl"": ""http://collaborativepages.com/agent_profile.php?id=8"", ""legacy_parentrec"": 1838, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}",0,0
333,1,1,http://collaborativepages.com/index.php,collaborativepages.com,/index.php,20260210,2,2,"{""legacy_pageurl"": ""http://collaborativepages.com/index.php"", ""legacy_parentrec"": 1830, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
334,1,1,http://collaborativepages.com/index.php?desktop=1,collaborativepages.com,/index.php?desktop=1,20260210,0,3,"{""legacy_pageurl"": ""http://collaborativepages.com/index.php?desktop=1"", ""legacy_parentrec"": 1840, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}",0,0
335,1,1,http://collaborativepages.com/agent_profile.php?id=75,collaborativepages.com,/agent_profile.php?id=75,20260210,0,3,"{""legacy_pageurl"": ""http://collaborativepages.com/agent_profile.php?id=75"", ""legacy_parentrec"": 1838, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}",0,0
336,1,1,http://lupopedia.com/index.php,lupopedia.com,/index.php,20260210,14,2,"{""legacy_pageurl"": ""http://lupopedia.com/index.php"", ""legacy_parentrec"": 1827, ""legacy_department"": 1, ""legacy_levelvisits"": 7, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 7}",0,0
337,1,1,http://collaborativepages.com/crafty_syntax_evolved.php,collaborativepages.com,/crafty_syntax_evolved.php,20260210,2,2,"{""legacy_pageurl"": ""http://collaborativepages.com/crafty_syntax_evolved.php"", ""legacy_parentrec"": 1830, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
338,1,1,http://lupopedia.com/agents.php,lupopedia.com,/agents.php,20260210,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/agents.php"", ""legacy_parentrec"": 1827, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
339,1,1,http://lupopedia.com/messages.php,lupopedia.com,/messages.php,20260210,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/messages.php"", ""legacy_parentrec"": 1827, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
340,1,1,http://lupopedia.com/channels.php,lupopedia.com,/channels.php,20260210,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/channels.php"", ""legacy_parentrec"": 1827, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
341,1,1,http://lupopedia.com/support.php,lupopedia.com,/support.php,20260210,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/support.php"", ""legacy_parentrec"": 1827, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
342,1,1,http://lupopedia.com/index.php?desktop=1,lupopedia.com,/index.php?desktop=1,20260210,0,3,"{""legacy_pageurl"": ""http://lupopedia.com/index.php?desktop=1"", ""legacy_parentrec"": 1843, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}",0,0
343,1,1,http://lupopedia.com/index.php?desktop=1,lupopedia.com,/index.php?desktop=1,20260210,0,3,"{""legacy_pageurl"": ""http://lupopedia.com/index.php?desktop=1"", ""legacy_parentrec"": 1843, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}",0,0
344,1,1,http://lupopedia.com/index.php?desktop=1,lupopedia.com,/index.php?desktop=1,20260210,0,3,"{""legacy_pageurl"": ""http://lupopedia.com/index.php?desktop=1"", ""legacy_parentrec"": 1843, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}",0,0
345,1,1,http://lupopedia.com/index.php?desktop=1,lupopedia.com,/index.php?desktop=1,20260210,0,3,"{""legacy_pageurl"": ""http://lupopedia.com/index.php?desktop=1"", ""legacy_parentrec"": 1843, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}",0,0
346,1,1,http://lupopedia.com,lupopedia.com,,20260211,20,1,"{""legacy_pageurl"": ""http://lupopedia.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 17, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 3}",0,0
347,1,1,http://lupopedia.com/agent_profile.php,lupopedia.com,/agent_profile.php,20260211,10,2,"{""legacy_pageurl"": ""http://lupopedia.com/agent_profile.php"", ""legacy_parentrec"": 1853, ""legacy_department"": 1, ""legacy_levelvisits"": 5, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 5}",0,0
348,1,1,http://lupopedia.com/agent_profile.php?id=69,lupopedia.com,/agent_profile.php?id=69,20260211,0,3,"{""legacy_pageurl"": ""http://lupopedia.com/agent_profile.php?id=69"", ""legacy_parentrec"": 1854, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}",0,0
349,1,1,http://lupopedia.com/agent_profile.php?id=10,lupopedia.com,/agent_profile.php?id=10,20260211,0,3,"{""legacy_pageurl"": ""http://lupopedia.com/agent_profile.php?id=10"", ""legacy_parentrec"": 1854, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}",0,0
350,1,1,http://lupopedia.com/craftysyntax,lupopedia.com,/craftysyntax,20260211,8,2,"{""legacy_pageurl"": ""http://lupopedia.com/craftysyntax"", ""legacy_parentrec"": 1853, ""legacy_department"": 1, ""legacy_levelvisits"": 4, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 4}",0,0
351,1,1,http://lupopedia.com/search.php,lupopedia.com,/search.php,20260211,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/search.php"", ""legacy_parentrec"": 1853, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
352,1,1,http://lupopedia.com/agent_profile.php?id=1,lupopedia.com,/agent_profile.php?id=1,20260211,0,3,"{""legacy_pageurl"": ""http://lupopedia.com/agent_profile.php?id=1"", ""legacy_parentrec"": 1854, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}",0,0
353,1,1,http://lupopedia.com/goopers,lupopedia.com,/goopers,20260211,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/goopers"", ""legacy_parentrec"": 1853, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
354,1,1,http://lupopedia.com/agent_profile.php?id=30,lupopedia.com,/agent_profile.php?id=30,20260211,0,3,"{""legacy_pageurl"": ""http://lupopedia.com/agent_profile.php?id=30"", ""legacy_parentrec"": 1854, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}",0,0
355,1,1,http://lupopedia.com/content.php,lupopedia.com,/content.php,20260211,4,2,"{""legacy_pageurl"": ""http://lupopedia.com/content.php"", ""legacy_parentrec"": 1853, ""legacy_department"": 1, ""legacy_levelvisits"": 2, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 2}",0,0
356,1,1,http://lupopedia.com/content.php?id=1,lupopedia.com,/content.php?id=1,20260211,0,3,"{""legacy_pageurl"": ""http://lupopedia.com/content.php?id=1"", ""legacy_parentrec"": 1862, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}",0,0
357,1,1,http://lupopedia.com/wolfie_ladder,lupopedia.com,/wolfie_ladder,20260211,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/wolfie_ladder"", ""legacy_parentrec"": 1853, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
358,1,1,http://lupopedia.com/wolfie_ladder?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQKNjYyODU2ODM3OQABHrrjWiqkfZhk8neZUtJr9_4sPheyi-ntEKJZm3CAYn_yTEelGJ2gdXDIZmkN_aem_lPffrVtDcK4crkD08FHS6g,lupopedia.com,/wolfie_ladder?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQKNjYyODU2ODM3OQABHrrjWiqkfZhk8neZUtJr9_4sPheyi-ntEKJZm3CAYn_yTEelGJ2gdXDIZmkN_aem_lPffrVtDcK4crkD08FHS6g,20260211,0,3,"{""legacy_pageurl"": ""http://lupopedia.com/wolfie_ladder?fbclid=IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQKNjYyODU2ODM3OQABHrrjWiqkfZhk8neZUtJr9_4sPheyi-ntEKJZm3CAYn_yTEelGJ2gdXDIZmkN_aem_lPffrVtDcK4crkD08FHS6g"", ""legacy_parentrec"": 1864, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}",0,0
359,1,1,http://lupopedia.com/agent_profile.php?id=34,lupopedia.com,/agent_profile.php?id=34,20260211,0,3,"{""legacy_pageurl"": ""http://lupopedia.com/agent_profile.php?id=34"", ""legacy_parentrec"": 1854, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}",0,0
360,1,1,http://lupopedia.com,lupopedia.com,,20260212,15,1,"{""legacy_pageurl"": ""http://lupopedia.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 11, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 4}",0,0
361,1,1,http://lupopedia.com/craftysyntax,lupopedia.com,/craftysyntax,20260212,6,2,"{""legacy_pageurl"": ""http://lupopedia.com/craftysyntax"", ""legacy_parentrec"": 1867, ""legacy_department"": 1, ""legacy_levelvisits"": 3, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 3}",0,0
362,1,1,http://collaborativepages.com,collaborativepages.com,,20260212,1,1,"{""legacy_pageurl"": ""http://collaborativepages.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}",0,0
363,1,1,http://collaborativepages.com/agent_profile.php,collaborativepages.com,/agent_profile.php,20260212,2,2,"{""legacy_pageurl"": ""http://collaborativepages.com/agent_profile.php"", ""legacy_parentrec"": 1869, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
364,1,1,http://collaborativepages.com/agent_profile.php?id=75,collaborativepages.com,/agent_profile.php?id=75,20260212,0,3,"{""legacy_pageurl"": ""http://collaborativepages.com/agent_profile.php?id=75"", ""legacy_parentrec"": 1870, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}",0,0
365,1,1,http://lupopedia.com/planfor_next_version_craftysyntax.php,lupopedia.com,/planfor_next_version_craftysyntax.php,20260212,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/planfor_next_version_craftysyntax.php"", ""legacy_parentrec"": 1867, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
366,1,1,http://lupopedia.com/#tldr-section,lupopedia.com,/#tldr-section,20260212,4,2,"{""legacy_pageurl"": ""http://lupopedia.com/#tldr-section"", ""legacy_parentrec"": 1867, ""legacy_department"": 1, ""legacy_levelvisits"": 2, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 2}",0,0
367,1,1,http://lupopedia.com/agents.php,lupopedia.com,/agents.php,20260212,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/agents.php"", ""legacy_parentrec"": 1867, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
368,1,1,http://lupopedia.com?utm_source=poweredby&utm_campaign=poweredby,lupopedia.com?utm_source=poweredby&utm_campaign=poweredby,,20260212,0,2,"{""legacy_pageurl"": ""http://lupopedia.com?utm_source=poweredby&utm_campaign=poweredby"", ""legacy_parentrec"": 1867, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}",0,0
512,1,1,http://lupopedia.com,lupopedia.com,,202511,1464,1,"{""legacy_pageurl"": ""http://lupopedia.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1263, ""legacy_directvisits"": 201}",0,0
513,1,1,http://lupopedia.com/what_was_crafty_syntax.php,lupopedia.com,/what_was_crafty_syntax.php,202511,214,2,"{""legacy_pageurl"": ""http://lupopedia.com/what_was_crafty_syntax.php"", ""legacy_parentrec"": 1, ""legacy_department"": 1, ""legacy_levelvisits"": 107, ""legacy_directvisits"": 107}",0,0
514,1,1,http://lupopedia.com/index.php,lupopedia.com,/index.php,202511,166,2,"{""legacy_pageurl"": ""http://lupopedia.com/index.php"", ""legacy_parentrec"": 1, ""legacy_department"": 1, ""legacy_levelvisits"": 83, ""legacy_directvisits"": 83}",0,0
515,1,1,http://lupopedia.com/salessyntax_changelog.php,lupopedia.com,/salessyntax_changelog.php,202511,26,2,"{""legacy_pageurl"": ""http://lupopedia.com/salessyntax_changelog.php"", ""legacy_parentrec"": 1, ""legacy_department"": 1, ""legacy_levelvisits"": 13, ""legacy_directvisits"": 13}",0,0
516,1,1,http://lupopedia.com/support.php,lupopedia.com,/support.php,202511,220,2,"{""legacy_pageurl"": ""http://lupopedia.com/support.php"", ""legacy_parentrec"": 1, ""legacy_department"": 1, ""legacy_levelvisits"": 110, ""legacy_directvisits"": 110}",0,0
517,1,1,http://lupopedia.com/directory.php,lupopedia.com,/directory.php,202511,4,2,"{""legacy_pageurl"": ""http://lupopedia.com/directory.php"", ""legacy_parentrec"": 1, ""legacy_department"": 1, ""legacy_levelvisits"": 2, ""legacy_directvisits"": 2}",0,0
518,1,1,http://collaborativepages.com,collaborativepages.com,,202511,45,1,"{""legacy_pageurl"": ""http://collaborativepages.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 27, ""legacy_directvisits"": 18}",0,0
519,1,1,http://lupopedia.com/crafty_syntax_evolved.php,lupopedia.com,/crafty_syntax_evolved.php,202511,26,2,"{""legacy_pageurl"": ""http://lupopedia.com/crafty_syntax_evolved.php"", ""legacy_parentrec"": 1, ""legacy_department"": 1, ""legacy_levelvisits"": 13, ""legacy_directvisits"": 13}",0,0
520,1,1,http://lupopedia.com/who_is_eric.php,lupopedia.com,/who_is_eric.php,202511,12,2,"{""legacy_pageurl"": ""http://lupopedia.com/who_is_eric.php"", ""legacy_parentrec"": 1, ""legacy_department"": 1, ""legacy_levelvisits"": 6, ""legacy_directvisits"": 6}",0,0
521,1,1,http://lupopedia.com/agents.php,lupopedia.com,/agents.php,202511,90,2,"{""legacy_pageurl"": ""http://lupopedia.com/agents.php"", ""legacy_parentrec"": 1, ""legacy_department"": 1, ""legacy_levelvisits"": 45, ""legacy_directvisits"": 45}",0,0
522,1,1,http://lupopedia.com/agent_profile.php,lupopedia.com,/agent_profile.php,202511,254,2,"{""legacy_pageurl"": ""http://lupopedia.com/agent_profile.php"", ""legacy_parentrec"": 1, ""legacy_department"": 1, ""legacy_levelvisits"": 127, ""legacy_directvisits"": 127}",0,0
523,1,1,http://lupopedia.com/who_is_wolfie.php,lupopedia.com,/who_is_wolfie.php,202511,4,2,"{""legacy_pageurl"": ""http://lupopedia.com/who_is_wolfie.php"", ""legacy_parentrec"": 1, ""legacy_department"": 1, ""legacy_levelvisits"": 2, ""legacy_directvisits"": 2}",0,0
524,1,1,http://lupopedia.com/unbranded.php,lupopedia.com,/unbranded.php,202511,18,2,"{""legacy_pageurl"": ""http://lupopedia.com/unbranded.php"", ""legacy_parentrec"": 1, ""legacy_department"": 1, ""legacy_levelvisits"": 9, ""legacy_directvisits"": 9}",0,0
525,1,1,http://lupopedia.com/account.php,lupopedia.com,/account.php,202511,4,2,"{""legacy_pageurl"": ""http://lupopedia.com/account.php"", ""legacy_parentrec"": 1, ""legacy_department"": 1, ""legacy_levelvisits"": 2, ""legacy_directvisits"": 2}",0,0
526,1,1,http://lupopedia.com/questions.php,lupopedia.com,/questions.php,202511,74,2,"{""legacy_pageurl"": ""http://lupopedia.com/questions.php"", ""legacy_parentrec"": 1, ""legacy_department"": 1, ""legacy_levelvisits"": 37, ""legacy_directvisits"": 37}",0,0
527,1,1,http://lupopedia.com/sot_collections.php,lupopedia.com,/sot_collections.php,202511,10,2,"{""legacy_pageurl"": ""http://lupopedia.com/sot_collections.php"", ""legacy_parentrec"": 1, ""legacy_department"": 1, ""legacy_levelvisits"": 5, ""legacy_directvisits"": 5}",0,0
528,1,1,http://lupopedia.com/content.php,lupopedia.com,/content.php,202511,22,2,"{""legacy_pageurl"": ""http://lupopedia.com/content.php"", ""legacy_parentrec"": 1, ""legacy_department"": 1, ""legacy_levelvisits"": 11, ""legacy_directvisits"": 11}",0,0
