"referer_id` bigint NOT NULL auto_increment","content_id` bigint NOT NULL","actor_id` bigint NOT NULL","referer_url` varchar(2000)","referer_domain` varchar(255)","referer_path` varchar(2000)","referer_content_id` bigint","date_ymd` int NOT NULL","visits` int NOT NULL DEFAULT 1","depth` int NOT NULL DEFAULT 0","metadata_json` json"
231,0,0,http://ams-shared-6.hostwindsdns.com:2083,ams-shared-6.hostwindsdns.com:2083,,0,202512,2,1,"{""legacy_pageurl"": ""http://ams-shared-6.hostwindsdns.com:2083"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
232,0,0,http://nl1-cl9-ats1.a2hosting.com:2083,nl1-cl9-ats1.a2hosting.com:2083,,0,202512,2,1,"{""legacy_pageurl"": ""http://nl1-cl9-ats1.a2hosting.com:2083"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
233,0,0,http://installatron.com,installatron.com,,0,202512,2,1,"{""legacy_pageurl"": ""http://installatron.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
234,0,0,http://lupopedia.com/lh/admin_options.php?sound=off&tab=0,lupopedia.com,/lh/admin_options.php?sound=off&tab=0,0,202512,0,4,"{""legacy_pageurl"": ""http://lupopedia.com/lh/admin_options.php?sound=off&tab=0"", ""legacy_parentrec"": 89, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}"
235,0,0,http://lupopedia.com/lh/admin_options.php?sound=off&tab=0,lupopedia.com,/lh/admin_options.php?sound=off&tab=0,0,202512,0,4,"{""legacy_pageurl"": ""http://lupopedia.com/lh/admin_options.php?sound=off&tab=0"", ""legacy_parentrec"": 89, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}"
236,0,0,http://swandigitalstudios.com,swandigitalstudios.com,,0,202512,2,1,"{""legacy_pageurl"": ""http://swandigitalstudios.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
237,0,0,http://0.0.0.0:8002,0.0.0.0:8002,,0,202512,4,1,"{""legacy_pageurl"": ""http://0.0.0.0:8002"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 2, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 2}"
238,0,0,http://github.com/lupopedia/CRAFTY_SYNTAX?tab=readme-ov-file,github.com,/lupopedia/CRAFTY_SYNTAX?tab=readme-ov-file,0,202512,0,4,"{""legacy_pageurl"": ""http://github.com/lupopedia/CRAFTY_SYNTAX?tab=readme-ov-file"", ""legacy_parentrec"": 102, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}"
239,0,0,http://premium74.web-hosting.com:2083,premium74.web-hosting.com:2083,,0,202512,2,1,"{""legacy_pageurl"": ""http://premium74.web-hosting.com:2083"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
240,0,0,http://softaculous.com,softaculous.com,,0,202601,34,1,"{""legacy_pageurl"": ""http://softaculous.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 17, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 17}"
241,0,0,http://google.com,google.com,,0,202601,16,1,"{""legacy_pageurl"": ""http://google.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 8, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 8}"
242,0,0,http://demos6.softaculous.com,demos6.softaculous.com,,0,202601,6,1,"{""legacy_pageurl"": ""http://demos6.softaculous.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 3, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 3}"
243,0,0,http://aosystemsgroup.com,aosystemsgroup.com,,0,202601,16,1,"{""legacy_pageurl"": ""http://aosystemsgroup.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 8, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 8}"
244,0,0,http://ppap.au,ppap.au,,0,202601,2,1,"{""legacy_pageurl"": ""http://ppap.au"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
245,0,0,http://cpls49.srvpanel.com:2083,cpls49.srvpanel.com:2083,,0,202601,2,1,"{""legacy_pageurl"": ""http://cpls49.srvpanel.com:2083"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
246,0,0,http://customers-cloud.com,customers-cloud.com,,0,202601,2,1,"{""legacy_pageurl"": ""http://customers-cloud.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
247,0,0,http://chat.umbrailustratus.com,chat.umbrailustratus.com,,0,202601,4,1,"{""legacy_pageurl"": ""http://chat.umbrailustratus.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 2, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 2}"
248,0,0,http://cripto2029.com,cripto2029.com,,0,202601,8,1,"{""legacy_pageurl"": ""http://cripto2029.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 4, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 4}"
249,0,0,http://m.facebook.com,m.facebook.com,,0,202601,4,1,"{""legacy_pageurl"": ""http://m.facebook.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 2, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 2}"
250,0,0,http://lupopedia.com,lupopedia.com,,0,202601,12,1,"{""legacy_pageurl"": ""http://lupopedia.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 6, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 6}"
251,0,0,http://installatron.com,installatron.com,,0,202601,2,1,"{""legacy_pageurl"": ""http://installatron.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
252,0,0,http://cypruslogistics.com.tr,cypruslogistics.com.tr,,0,202601,2,1,"{""legacy_pageurl"": ""http://cypruslogistics.com.tr"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
253,0,0,http://cn.bing.com,cn.bing.com,,0,202601,4,1,"{""legacy_pageurl"": ""http://cn.bing.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 2, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 2}"
254,0,0,http://ndchost.com,ndchost.com,,0,202601,2,1,"{""legacy_pageurl"": ""http://ndchost.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
255,0,0,http://abol.us,abol.us,,0,202601,2,1,"{""legacy_pageurl"": ""http://abol.us"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
256,0,0,http://bing.com,bing.com,,0,202601,2,1,"{""legacy_pageurl"": ""http://bing.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
257,0,0,http://duckduckgo.com,duckduckgo.com,,0,202601,2,1,"{""legacy_pageurl"": ""http://duckduckgo.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
258,0,0,http://panel.galactictec.com,panel.galactictec.com,,0,202601,2,1,"{""legacy_pageurl"": ""http://panel.galactictec.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
259,0,0,http://nemeritsolutions.com:2083,nemeritsolutions.com:2083,,0,202601,2,1,"{""legacy_pageurl"": ""http://nemeritsolutions.com:2083"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
260,0,0,http://vikram2026.page.gd,vikram2026.page.gd,,0,202601,2,1,"{""legacy_pageurl"": ""http://vikram2026.page.gd"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
261,0,0,http://t.co,t.co,,0,202601,2,1,"{""legacy_pageurl"": ""http://t.co"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
262,0,0,http://ntp.msn.com,ntp.msn.com,,0,202601,2,1,"{""legacy_pageurl"": ""http://ntp.msn.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
263,0,0,http://nl1-cl9-ats1.a2hosting.com:2083,nl1-cl9-ats1.a2hosting.com:2083,,0,202601,2,1,"{""legacy_pageurl"": ""http://nl1-cl9-ats1.a2hosting.com:2083"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
264,0,0,http://normi.org,normi.org,,0,202601,2,1,"{""legacy_pageurl"": ""http://normi.org"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
265,0,0,http://github.com,github.com,,0,202601,2,1,"{""legacy_pageurl"": ""http://github.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
266,0,0,http://softaculous.com,softaculous.com,,0,202602,16,1,"{""legacy_pageurl"": ""http://softaculous.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 8, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 8}"
267,0,0,http://google.com,google.com,,0,202602,6,1,"{""legacy_pageurl"": ""http://google.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 3, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 3}"
268,0,0,http://aosystemsgroup.com,aosystemsgroup.com,,0,202602,4,1,"{""legacy_pageurl"": ""http://aosystemsgroup.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 2, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 2}"
269,0,0,http://lupopedia.com,lupopedia.com,,0,202602,1,1,"{""legacy_pageurl"": ""http://lupopedia.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}"
270,0,0,http://lupopedia.com/lh,lupopedia.com,/lh,0,202602,1,2,"{""legacy_pageurl"": ""http://lupopedia.com/lh"", ""legacy_parentrec"": 142, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}"
271,0,0,http://lupopedia.com/lh/admin_options.php,lupopedia.com,/lh/admin_options.php,0,202602,2,3,"{""legacy_pageurl"": ""http://lupopedia.com/lh/admin_options.php"", ""legacy_parentrec"": 143, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
272,0,0,http://lupopedia.com/lh/admin_options.php?tab=live,lupopedia.com,/lh/admin_options.php?tab=live,0,202602,0,4,"{""legacy_pageurl"": ""http://lupopedia.com/lh/admin_options.php?tab=live"", ""legacy_parentrec"": 144, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}"
273,0,0,http://github.com,github.com,,0,202602,1,1,"{""legacy_pageurl"": ""http://github.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}"
274,0,0,http://github.com/lupopedia,github.com,/lupopedia,0,202602,1,2,"{""legacy_pageurl"": ""http://github.com/lupopedia"", ""legacy_parentrec"": 146, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}"
275,0,0,http://github.com/lupopedia/CRAFTY_SYNTAX,github.com,/lupopedia/CRAFTY_SYNTAX,0,202602,2,3,"{""legacy_pageurl"": ""http://github.com/lupopedia/CRAFTY_SYNTAX"", ""legacy_parentrec"": 147, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
276,0,0,http://github.com/lupopedia/CRAFTY_SYNTAX?tab=readme-ov-file,github.com,/lupopedia/CRAFTY_SYNTAX?tab=readme-ov-file,0,202602,0,4,"{""legacy_pageurl"": ""http://github.com/lupopedia/CRAFTY_SYNTAX?tab=readme-ov-file"", ""legacy_parentrec"": 148, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}"
277,0,0,http://installatron.com,installatron.com,,0,202602,2,1,"{""legacy_pageurl"": ""http://installatron.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
278,0,0,http://m.facebook.com,m.facebook.com,,0,202602,2,1,"{""legacy_pageurl"": ""http://m.facebook.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
